Open Source,Country,Yearly Salary in USD
Yes,India,15811
Yes,United States,85000
No,United Kingdom,50005
Yes,Canada,112730
No,Canada,33366
Yes,Spain,24478
Yes,South Africa,98890
No,Germany,91791
Yes,Germany,73433
Yes,Germany,18358
Yes,India,50094
No,United States,125000
Yes,United States,175000
Yes,United States,165000
Yes,Canada,88573
Yes,Switzerland,120000
Yes,Germany,61194
Yes,United Kingdom,80217
No,United States,80000
Yes,United States,220000
No,Australia,100766
Yes,United States,120000
No,United States,115000
Yes,United States,78000
Yes,Denmark,123275
No,United States,113000
No,Italy,42836
No,France,49567
Yes,United Kingdom,120846
No,United States,100000
No,Germany,58746
Yes,United States,92000
Yes,United States,73000
No,Germany,60460
Yes,United States,120000
No,Netherlands,40388
No,United States,76000
No,United Kingdom,138904
No,India,31309
Yes,Germany,85671
No,France,46263
No,Sweden,93570
Yes,Canada,108704
Yes,Germany,91791
No,United Kingdom,90288
No,United States,102000
No,Germany,122388
No,United States,75000
No,New Zealand,14617
No,United States,52000
Yes,Canada,80521
Yes,United Kingdom,90288
Yes,Germany,95462
No,Canada,38650
No,India,23482
No,Australia,95968
No,India,23482
Yes,India,11741
No,France,44855
Yes,Germany,122388
Yes,United States,140000
Yes,United Kingdom,34726
No,Australia,83172
Yes,India,10175
Yes,United Kingdom,0
No,United States,160000
Yes,United States,160000
Yes,India,10175
No,Germany,58746
Yes,Argentina,13348
Yes,Italy,36716
Yes,United States,110000
Yes,United Kingdom,62507
No,United States,115000
Yes,Australia,95968
No,India,0
No,United Kingdom,62507
Yes,Austria,79552
Yes,Taiwan,60000
No,United States,56000
Yes,United States,120500
No,United States,90000
No,United Kingdom,47922
No,Ireland,85671
Yes,Iceland,71870
No,United States,90000
No,United Kingdom,72230
No,Germany,66089
Yes,Luxembourg,80776
No,United States,113000
No,Australia,119960
Yes,United States,95000
No,United States,68000
No,United States,115000
No,India,4696
No,Norway,105844
No,Italy,40388
Yes,United States,160000
No,United States,110000
Yes,United States,80000
Yes,Japan,54023
Yes,United States,146000
No,United Kingdom,85426
No,United States,120000
No,United States,140000
Yes,United Kingdom,55562
No,United Kingdom,41671
Yes,France,34269
Yes,United States,120000
Yes,South Africa,98890
Yes,Germany,61194
No,Canada,60391
Yes,United Kingdom,69452
No,United Kingdom,38893
Yes,Canada,60391
Yes,United States,150000
No,United States,55000
Yes,United States,38000
No,Austria,85671
No,United States,88000
No,Portugal,61194
Yes,Australia,87971
Yes,United States,63000
No,United States,108000
Yes,United States,88000
No,Germany,48955
Yes,Australia,68777
Yes,United States,130000
No,United States,165000
Yes,United States,140
No,United States,112400
No,France,37940
Yes,Switzerland,93842
Yes,United States,93000
No,Germany,55075
No,India,9393
No,United States,37440
No,United States,65000
Yes,Argentina,83342
Yes,United Kingdom,83342
Yes,Canada,100000
No,United States,85000
No,India,0
Yes,Switzerland,260674
Yes,United Kingdom,58340
Yes,Netherlands,56580
No,Netherlands,56298
Yes,United Kingdom,71976
No,United Kingdom,62507
No,India,6183
No,United States,167000
No,United States,76000
No,United States,120000
Yes,United States,97500
No,France,50179
Yes,Germany,85671
No,United States,90000
Yes,France,110149
Yes,Viet Nam,0
No,United States,75000
Yes,United States,36000
No,United States,130000
No,Netherlands,80776
Yes,United States,72000
No,Canada,114340
No,United States,115000
Yes,Australia,43985
Yes,United States,97000
No,United States,0
No,United Kingdom,50005
Yes,United Kingdom,45984
No,United States,110000
No,India,34440
No,United States,60000
No,Germany,73433
No,United States,76000
Yes,United States,124000
Yes,Spain,48955
No,United States,170000
No,United States,52000
No,United States,58000
Yes,United States,122000
No,India,5479
No,Australia,103965
Yes,United Kingdom,97927
No,India,7749
Yes,India,7091
No,Japan,54023
Yes,United States,140000
Yes,Egypt,10000
No,United States,120000
No,United States,40000
No,India,0
Yes,United Kingdom,56951
No,United States,96000
Yes,United States,150000
No,United States,74000
No,United States,101383
Yes,United States,150000
Yes,United States,160000
Yes,Austria,57522
Yes,United States,160000
Yes,China,37400
No,Germany,69761
No,United States,87000
No,Slovakia,36716
No,Italy,30597
No,United States,73000
Yes,United States,95000
No,Australia,59284
No,United States,117000
Yes,France,97910
Yes,United States,130000
No,Switzerland,43793
No,United States,205000
No,United States,100000
Yes,United States,80000
No,Canada,66027
No,Singapore,98416
No,Switzerland,97492
Yes,United Kingdom,38199
No,Brazil,18715
Yes,United States,51000
Yes,United Kingdom,62507
No,Canada,57975
No,United Kingdom,44373
Yes,Germany,58746
No,United Kingdom,34726
No,Finland,64866
No,United Kingdom,41671
Yes,United States,120000
Yes,China,84150
Yes,United States,75000
Yes,United Kingdom,48616
Yes,United States,172000
Yes,United States,150000
No,United States,61992
Yes,United States,63000
Yes,France,0
Yes,India,37571
Yes,United States,99000
Yes,United States,154000
Yes,United Kingdom,23614
No,United States,89000
No,Italy,40388
No,South Africa,208356
Yes,France,46507
Yes,India,4696
Yes,United Kingdom,58340
Yes,United Kingdom,97233
No,United Arab Emirates,205856
No,Denmark,106838
Yes,United States,85000
No,United Kingdom,24308
Yes,United States,63000
Yes,Austria,68537
No,India,9393
Yes,India,54790
No,United States,127500
Yes,United States,119000
No,Canada,64417
Yes,Austria,73433
No,Switzerland,730
Yes,United States,75000
No,United States,90000
No,Australia,65978
No,Spain,31821
Yes,Canada,88573
No,United States,200000
No,United Kingdom,51672
Yes,Australia,71976
Yes,Spain,33045
No,United States,75000
Yes,United Kingdom,44449
No,India,7827
No,United States,174000
Yes,India,6575
No,United States,62000
Yes,Norway,74601
Yes,United States,105000
No,United States,88000
No,United States,50000
No,India,21133
No,India,4696
Yes,Germany,48955
Yes,Israel,170000
No,United States,100000
No,United Kingdom,52783
Yes,Italy,78202
No,United States,85000
No,Netherlands,55075
No,United Kingdom,29170
Yes,France,42836
No,Germany,61194
Yes,France,75880
No,United States,181000
No,United Kingdom,62507
Yes,New Zealand,80393
No,India,19568
No,India,34440
No,United States,120000
No,France,134627
No,Germany,82612
Yes,India,17220
Yes,United States,120000
No,United Kingdom,38893
Yes,United States,62000
Yes,United States,72000
Yes,United States,145000
Yes,United States,130000
No,India,15654
No,United Kingdom,62507
Yes,United States,115000
No,Germany,73433
Yes,United States,65000
No,United States,63000
No,Bulgaria,46882
Yes,Italy,24478
No,India,14089
No,United States,115000
No,Russian Federation,24327
Yes,United Kingdom,62507
Yes,United States,132000
No,United States,90000
Yes,Germany,91791
Yes,United Kingdom,59034
Yes,United States,65000
No,United Kingdom,69452
No,United States,80000
No,Austria,44549
No,New Zealand,62122
Yes,United States,150000
No,India,15654
Yes,United States,65000
No,United States,93000
No,Australia,103965
Yes,Germany,51403
Yes,United States,120000
Yes,Finland,104030
Yes,India,13306
No,United States,92500
No,Spain,48955
No,United Kingdom,0
Yes,Italy,97910
No,United Kingdom,69452
Yes,United States,61000
No,United States,85000
Yes,India,6262
No,United States,94860
No,United States,96000
Yes,United States,90500
No,Canada,104678
Yes,Australia,95968
No,United Kingdom,48616
No,India,6810
No,India,0
Yes,United States,110000
No,United States,45000
No,Singapore,0
No,Canada,28182
Yes,United Kingdom,40282
No,India,9393
No,Canada,81327
No,United Kingdom,69452
Yes,United States,128000
Yes,United States,145000
No,France,0
No,Ireland,36716
Yes,United Kingdom,90288
No,Spain,33045
No,United States,66000
No,New Zealand,51983
No,United Kingdom,73619
No,United States,67000
Yes,Canada,76495
No,United States,115000
Yes,United States,240000
No,India,18785
Yes,Germany,73433
No,United Kingdom,46533
No,United States,144500
No,India,4750
No,Hong Kong (S.A.R.),135000
No,United States,70000
No,France,97910
No,United States,25000
Yes,India,5166
Yes,India,13306
No,France,85671
Yes,France,47731
Yes,Belgium,0
No,United States,125000
No,Italy,31821
No,Australia,0
Yes,New Zealand,124243
No,India,7358
No,United States,49500
No,Canada,64417
No,Germany,73433
No,United States,70000
No,India,11663
No,United States,96600
Yes,United Kingdom,62507
Yes,Spain,42836
No,Spain,25701
No,Spain,42836
Yes,United States,87300
Yes,Canada,61196
No,United States,120000
Yes,United Kingdom,65618
Yes,Nigeria,3333
No,United States,111000
No,Germany,55075
No,Spain,30597
No,United States,145000
Yes,United Kingdom,20836
No,France,44060
Yes,United Kingdom,27781
Yes,Germany,70985
Yes,India,26612
No,United Kingdom,69452
Yes,Australia,95968
No,India,9393
No,United States,170000
No,India,14089
No,United States,115000
Yes,Germany,48955
No,United States,100000
No,Serbia,25000
No,United States,85000
No,Spain,75880
No,Italy,48955
Yes,United Kingdom,86120
No,United Kingdom,27781
No,Italy,24478
Yes,United States,185000
No,Canada,35027
No,United States,160000
Yes,United States,90000
Yes,Canada,72469
No,Switzerland,91236
Yes,Greece,12239
Yes,United States,100000
Yes,Canada,72469
No,Italy,56298
No,United States,122275
No,Germany,55075
Yes,Germany,55075
Yes,United States,175000
No,United States,132000
No,India,12524
No,United States,73500
No,Canada,64417
No,United States,145000
No,United States,110000
Yes,Canada,68443
Yes,United States,0
No,United States,100000
Yes,United Kingdom,52089
Yes,Germany,48955
No,Germany,67313
No,United States,123000
No,Bulgaria,16503
No,Australia,53792
Yes,Canada,74885
Yes,United States,90000
No,United Kingdom,72925
Yes,United States,86000
No,Canada,74080
No,India,9706
Yes,Australia,43985
Yes,United States,50000
Yes,United Kingdom,95844
No,France,97910
Yes,United States,95000
No,Germany,61194
No,India,8610
Yes,Canada,80521
No,United Kingdom,40282
Yes,Australia,55981
No,Canada,80521
No,Canada,128834
Yes,United States,100000
Yes,Austria,59970
Yes,Switzerland,112611
Yes,France,36716
No,Australia,83972
Yes,India,2192
Yes,United Kingdom,83342
Yes,United Kingdom,69452
No,Germany,83224
Yes,India,1628
No,Australia,63979
No,United States,52000
Yes,Switzerland,89411
No,India,18785
No,France,47119
Yes,India,7984
No,Hong Kong (S.A.R.),135955
Yes,United States,155000
Yes,United Kingdom,104178
No,India,4696
Yes,United Kingdom,125014
Yes,France,122388
Yes,Spain,104030
No,United States,175000
No,United States,122000
No,United States,90000
No,United States,72000
No,New Zealand,62122
Yes,United States,140000
Yes,United States,115000
No,United Kingdom,76397
No,Turkey,97910
No,United States,105000
Yes,Denmark,262986
Yes,Netherlands,0
No,United States,140000
Yes,United States,115000
Yes,United States,90000
No,Canada,57975
No,Australia,63979
No,United Kingdom,30559
Yes,France,58746
No,Germany,122388
No,United States,105000
Yes,United States,52000
Yes,New Zealand,56000
Yes,Canada,74080
Yes,Turkey,42386
Yes,United Kingdom,59729
Yes,United Kingdom,69452
Yes,India,12524
Yes,Germany,110149
Yes,United States,155000
No,United States,123097
Yes,Portugal,36716
Yes,Germany,91791
No,India,18785
Yes,United States,125000
Yes,United States,97000
No,United States,85000
Yes,India,7827
Yes,United Kingdom,90288
Yes,Turkey,111263
No,United States,115000
Yes,United Kingdom,48616
No,United States,60000
Yes,Germany,63642
No,Canada,79314
No,United States,82500
Yes,Germany,75880
Yes,United Kingdom,72230
Yes,Belgium,6119
Yes,Germany,134627
Yes,United States,117000
Yes,India,14089
No,Austria,85671
Yes,United States,140000
No,United States,240000
No,Germany,88119
No,Australia,115162
No,United States,40000
Yes,United States,110000
No,Norway,2168
No,Fiji,12966
No,India,18785
Yes,United Kingdom,38128
No,United Kingdom,33337
No,United States,53000
Yes,France,40021
Yes,India,18022
No,Australia,119160
Yes,United States,189000
Yes,India,17220
No,United States,140000
Yes,Norway,67587
Yes,United States,155000
No,United States,85000
No,United States,111000
No,Spain,42836
Yes,India,4383
No,India,6951
No,United Kingdom,64590
No,Spain,19582
Yes,United States,114000
Yes,Australia,95968
Yes,Germany,79552
No,United States,105000
No,South Africa,24722
No,Italy,146865
No,United States,90000
No,United States,77000
Yes,Germany,58085
No,Canada,68443
No,United States,97202
No,Netherlands,72698
Yes,Canada,72469
No,United Kingdom,48616
Yes,United States,108000
No,United States,34000
No,United States,90000
No,Spain,26925
No,Germany,67313
No,Germany,68537
No,Israel,59684
No,United Kingdom,100011
Yes,Sweden,44914
Yes,United States,200000
No,United States,75000
No,Canada,96626
Yes,Germany,85671
Yes,India,13306
Yes,Netherlands,67313
Yes,France,48955
No,Norway,62486
No,Netherlands,122388
Yes,United States,180000
No,United States,150000
No,United States,105000
No,Ireland,61194
No,United States,275000
Yes,United States,80000
Yes,United States,120000
No,Norway,114771
No,United States,105000
Yes,Italy,39164
No,United States,105000
Yes,United States,130000
Yes,Germany,85671
Yes,India,5088
No,United States,75000
Yes,United States,70000
Yes,Netherlands,64866
No,India,18785
No,Canada,64417
No,United Kingdom,52089
Yes,India,8140
Yes,United States,125000
No,Georgia,0
No,Germany,55075
No,Switzerland,67775
Yes,Ireland,122388
No,United States,115000
No,United States,167000
No,United States,140400
No,United States,110000
Yes,Germany,79552
Yes,South Korea,26160
No,France,50485
Yes,India,8954
Yes,United States,120000
Yes,Spain,34269
Yes,United States,130000
No,Canada,45092
No,Canada,40261
No,United States,300000
Yes,Canada,82132
No,United States,86000
No,United States,150000
Yes,United States,103000
Yes,United States,0
Yes,United States,95000
No,Germany,61194
Yes,Australia,111963
Yes,United States,13000
Yes,France,36716
No,United States,100000
No,United States,142000
No,United States,134000
No,Spain,88119
No,United States,80000
No,United States,115000
No,United States,90000
No,Switzerland,62562
No,Canada,104678
No,Spain,31821
Yes,United States,110000
Yes,United States,90000
No,India,4804
No,Spain,26925
Yes,United States,75000
No,United States,53000
Yes,United States,101000
No,United States,87000
Yes,France,73433
No,Switzerland,229393
Yes,United States,182500
No,United States,135000
Yes,United States,115000
No,United States,180000
No,United Kingdom,50005
No,Argentina,40000
Yes,Canada,72469
No,France,45283
Yes,India,26612
No,Canada,48313
Yes,United States,110000
No,United States,116000
Yes,Canada,72469
Yes,Germany,73433
Yes,India,11271
No,United Kingdom,79175
No,United Kingdom,58410
Yes,Netherlands,73433
No,United States,146000
No,Ireland,82000
No,United States,75000
No,United States,170000
Yes,Turkey,17000
Yes,United Kingdom,61118
Yes,United Kingdom,111123
No,United States,145000
No,United States,52000
Yes,Germany,112597
Yes,United States,170000
No,Spain,48955
No,United Kingdom,187520
No,Germany,73433
No,United States,72000
No,United States,72000
Yes,United States,79032
No,United Kingdom,125014
Yes,United States,121000
No,United States,65000
No,United States,20000
